utt,Speaker name,TTS or VC,Is multi-speaker?,Language,Gender,Age,Noise type 1,Noise type 2,Noise type 3,Source link,Collector,label,vocosig_feat_embedded,aasistssl_feat_embedded,btse_feat_embedded
Donghyun_5,"Obama,Trump,Biden",TTS,Yes,English,Male,Adult,Music,-,-,https://youtu.be/Mpo-i4aphrM?si=Ha9147VoJ2do-u9L,INSEOK LEE,spoof,[-22.961214  44.711422],[-3.0122643 53.86876  ],[-40.1786     -0.5262805]
221231_Hansal_3,Naeil,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=QOgtoJK_kZY,WOONGJAE LEE,bonafide,[-10.143566  13.136558],[-53.60885  -24.731579],[-34.31652   -3.307099]
ImJaeBum_HypeBoy_2,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/Fksv08A3-dE?si=epuQqKj9NPJWagGX,INSEOK LEE,spoof,[ -7.516504 -40.684055],[-49.082397    0.7776936],[  4.7060575 -14.641647 ]
sbsnews_3,MALE REPORTER,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=Rx9MCHZfSbQ,KWONWOO JEONG,bonafide,[-20.043573  -8.371834],[-47.78629     2.8675735],[-21.153538 -11.544892]
230921_MBC_KimHang_7,Kwak DongGun,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/NX_y7X_hdlI?si=6W6avDmbtHQDYlb4,INSEOK LEE,bonafide,[45.87309    5.6925774],[ 2.2424107 53.39325  ],[33.92679  14.811898]
gridanews_2,TTS_gridanews,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=J0RlmWPSlgY,WOONGJAE LEE,spoof,[ -5.5829506 -34.207153 ],[ 38.32128  -16.262184],[37.77473 16.99605]
IU_AIcover_writeyournumber_6,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=6IgeT060CW4,WOONGJAE LEE,spoof,[ 4.6037864e-02 -5.1860989e+01],[-0.78300565 55.666397  ],[-28.156763 -44.7647  ]
20230106_chuninbeom_5,CHUN INBEOM,-,No,Korean,Male,Elder,Music,Sound effect,-,https://www.youtube.com/watch?v=0H5-DFnuLdI,KWONWOO JEONG,bonafide,[-48.009064   -1.9960378],[ 39.06213  -12.345201],[37.981213 15.006161]
230701_Deep_5,"YoonTaeYong, YoonHyukJun",-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=DDnXlTxpL0M,WOONGJAE LEE,bonafide,[ -1.7226889 -51.42736  ],[-45.361    -22.922274],[35.916122 20.891054]
HongChul_7,TTS_MoJi,TTS,No,Korean,Male,Child,Music,Sound effect,-,https://youtu.be/BZjaztfsyDc?si=z0nC9t-09qxS3qUt,INSEOK LEE,spoof,[-33.123848  28.702496],[  7.047278 -20.501432],[-32.431576  -5.292626]
20230507_chuninbeom_9,CHUN INBEOM,-,No,Korean,Male,Elder,Random noise,-,-,https://www.youtube.com/watch?v=XnkU2__-S3I,KWONWOO JEONG,bonafide,[22.770424 30.951168],[-14.229168  40.624214],[-28.625828  11.102324]
Dean_AIcover_Peaches_6,DEAN,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=r9roj7sIUNY,WOONGJAE LEE,spoof,[2.4335797  0.78102785],[-44.00741    -3.1917226],[-10.494181 -52.830074]
20230710_AI_ANCHOR_1,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=yC-edLMz5Pc,KWONWOO JEONG,spoof,[ -3.6249788 -49.59955  ],[ 48.598118 -12.802934],[-6.123942 42.067734]
230323_DexInterview_1,Kwon EunBi,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=CHuZQoEaMOI,WOONGJAE LEE,bonafide,[ 16.067003 -43.495567],[ 41.233334 -19.185823],[ 15.627574 -11.92426 ]
20210702_AI_ANCHOR_3,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=cHo83zJ5CZk,KWONWOO JEONG,spoof,[ -7.6440973 -42.015522 ],[-50.749763 -35.66015 ],[1.7801031 4.616054 ]
IU_AIcover_dandelion_10,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=Dv3c7xLoOfU,WOONGJAE LEE,spoof,[-42.42007     4.4957004],[31.3557   30.026873],[-31.508148 -45.655693]
2021_10_05_AI_WEATHER_3,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=lPfSRUZx_bQ,KWONWOO JEONG,spoof,[-25.425426  43.3149  ],[ 30.712776 -28.006426],[11.933723 52.64646 ]
230723_Physical_5,Kim Egg,-,No,Korean,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=iG4gb4UMV8g,WOONGJAE LEE,bonafide,[-24.67798  43.65469],[-0.40947244 -9.105088  ],[37.93684  12.362615]
BrunoMars_Hypeboy_2,Bruno Mars,VC,No,Mixed,Male,Adult,Music,-,-,https://youtu.be/ge0Lw5I1Tw8?si=VRepHqLMng0J5AM8,INSEOK LEE,spoof,[ -5.4540443 -48.088295 ],[10.294728 53.692707],[-16.613424 -45.917984]
Debate_1,TTS_funshorts_1,TTS,No,Korean,Female,Teenager,Music,-,-,https://youtube.com/shorts/LGgfc-kQQM0?si=TFDhtRnlV3YhmjeW,INSEOK LEE,spoof,[-31.07625   35.645355],[-41.861916 -18.465874],[ 17.85906  -17.970299]
230913_SBSNEWS_Iphone_4,Hong YongJae,-,No,Korean,Male,Adult,Music,-,-,https://youtu.be/P3mlO4XdgR8?si=fROvPcLg_cmJl4hV,INSEOK LEE,bonafide,[-12.548141  47.901295],[  5.6223664 -16.742504 ],[17.461164   7.3004394]
230921_MBC_KimHang_1,Kwak DongGun,-,No,Korean,Male,Adult,Random noise,Crowded,-,https://youtu.be/NX_y7X_hdlI?si=6W6avDmbtHQDYlb4,INSEOK LEE,bonafide,[45.953114  7.094158],[ 5.7154813 55.086567 ],[16.947767 12.548284]
KBS_Soccer_Barain_6,"Lee YoungPyo, Nam HyunJong",-,Yes,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/k8duJ8fZTgA?si=lxYjhy3uhkb8MgAl,INSEOK LEE,bonafide,[ -2.2019594 -51.02651  ],[ 11.3700905 -26.338326 ],[-30.805962 -42.575783]
AI_ANCHOR_KIMJOOHA_5,KIM JOOHA,VC,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=H6JThNQPER0,KWONWOO JEONG,spoof,[23.588211   0.5470986],[ 44.393806 -20.905277],[ 9.853059 19.944433]
ConanShow_Carpool_9,Conan,-,No,English,Male,Adult,Random noise,Crowded,-,https://youtu.be/ZtCf0d8Nz5U?si=41hJFvab0tZ-W9fV,INSEOK LEE,bonafide,[ -2.894309 -30.116402],[ 40.66395 -28.25602],[-23.172552  -9.953676]
Obama_DNC_Speech_2,Obama,-,No,English,Male,Adult,Music,Reverb,-,https://youtu.be/t7pc2j5OGp8?si=6pd_oyj8ZCWG8hsI,INSEOK LEE,bonafide,[47.911     4.126919],[ 9.732579 56.12327 ],[-53.832336   7.198406]
230708_SBS_AI_1,Yoon YoungHyun,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=3R7ys0mEmaI,WOONGJAE LEE,bonafide,[15.80884  36.796207],[ 15.327224 -19.193768],[-10.379772 -58.231655]
230913_SBSNEWS_Iphone_6,Hong YongJae,-,No,Korean,Male,Adult,Crowded,-,-,https://youtu.be/P3mlO4XdgR8?si=fROvPcLg_cmJl4hV,INSEOK LEE,bonafide,[29.574121 26.241709],[  3.3346984 -13.2390585],[ -5.1024194 -18.218582 ]
elle_hanni_1,HANNI,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=KoTbLLK9-UM,KWONWOO JEONG,bonafide,[-40.44554    5.467508],[-9.789108 46.212814],[36.56782   6.710075]
nbaissue_5,nbdeokhoo,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=NeMWHCo8bYM,INSEOK LEE,bonafide,[-47.716915 -19.148678],[-9.234815 52.31488 ],[-9.706928   1.7320865]
hotsikdang_ramen_2,Kim Seon eung,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=HuJnbybtB0o,WOONGJAE LEE,bonafide,[ 16.965923 -30.159363],[-46.58006   -4.191857],[  9.3395   -19.010965]
221027_Hansal_2,Naeil,-,No,Korean,Male,Adult,Crowded,Music,-,https://www.youtube.com/watch?v=MK-sMVDG6hI,WOONGJAE LEE,bonafide,[ 11.716935 -19.967999],[33.222282 25.924467],[-47.41355   10.107581]
Tetris_8,"Obama,Trump,Biden",TTS,Yes,English,Male,Adult,Music,Sound effect,-,https://youtu.be/FPQWufWTDeA?si=JMUEguw4E4bFehdy,INSEOK LEE,spoof,[-3.9269564  9.667951 ],[ 13.291185 -22.74631 ],[-4.2476425  0.5024298]
TED_Einsteinparadox_4,AMBER STUVER,-,No,English,Female,Adult,Music,-,-,https://youtu.be/h8GqaAp3cGs?si=xn7QtrSuaMDhYpfD,INSEOK LEE,bonafide,[ 51.125107 -12.662811],[36.902878 22.389763],[-38.359135 -31.254095]
NDH_Blueclub_9,NDH_Blueclub,TTS,No,Mixed,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=l1mUUp0puys,WOONGJAE LEE,spoof,[-1.063137   7.1378565],[-43.38248   -2.377656],[-40.112885     0.22042069]
201127_ItalyFabri_8,Fabri,-,No,English,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=uhJpo8si6-4,WOONGJAE LEE,bonafide,[  8.267414 -14.113494],[ 11.58676  -18.422411],[-21.571331 -51.229614]
jeongdongwon_7,JEONG DONGWON,-,No,Korean,Male,Teenager,-,-,-,https://www.youtube.com/watch?v=k9NJZnFeois,KWONWOO JEONG,bonafide,[-41.50665    4.376286],[ 38.72357  -14.362897],[ 9.378807 18.916979]
2023president_chusuk_1,YOON SUKYEOL,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=lVoOoebp3b8,KWONWOO JEONG,bonafide,[-28.344625  11.036183],[-41.646584 -13.052867],[19.892412 10.014853]
kane_clip2_5,CHOI JINWOO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=WsTBS2FImCI,KWONWOO JEONG,bonafide,[-19.92756   -8.971354],[ 35.702133 -14.626446],[ 6.5319724 52.91664  ]
centorofrumor_5,centorofrumor,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=a0WnZEfXTK8,WOONGJAE LEE,spoof,[ 2.302909 42.87905 ],[-46.30322     0.7028101],[18.22827  50.452606]
20230925_sbsnews6_10,SON SEUNGWOOK,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=4jsXXJs2t5g,KWONWOO JEONG,bonafide,[ 51.419025 -18.921679],[-14.251366  28.936665],[36.871307 10.567603]
201127_ItalyFabri_6,Fabri,-,No,Mixed,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uhJpo8si6-4,WOONGJAE LEE,bonafide,[-48.58879 -17.8675 ],[ 21.189337 -25.624126],[13.079457   1.2770175]
LOL_Combi_4,TTS_ByungChoon,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/AttUNwGaqbE?si=EDpth6-4bzaLrwV-,INSEOK LEE,spoof,[ -5.463348 -33.491695],[ 45.666683 -11.856711],[ 7.104978 52.798367]
BrunoMars_Hypeboy_1,Bruno Mars,VC,No,Mixed,Male,Adult,Music,-,-,https://youtu.be/ge0Lw5I1Tw8?si=VRepHqLMng0J5AM8,INSEOK LEE,spoof,[ 16.89991  -29.762125],[27.317114 37.029728],[-17.738913 -50.892265]
KimDongYull_LikeIt_9,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/-x779MHGWWQ?si=FTt_2hWReb-5eywb,INSEOK LEE,spoof,[ -7.2917576 -39.31796  ],[  8.65503  -16.873508],[-31.95747 -38.21334]
centorofrumor_4,centorofrumor,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=a0WnZEfXTK8,WOONGJAE LEE,spoof,[47.478775   -0.16211806],[-12.458644  37.994186],[  8.420856 -19.374693]
230913_SBSNEWS_JOB_7,Jeung BanSeok,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/LdPFrXNDxgk?si=hu8qiMSvq8j_S4XM,INSEOK LEE,bonafide,[28.136072 27.871809],[ 32.453163 -13.227122],[ 3.5636346 49.69852  ]
KLAB_JeonJu_5,Jeon YeJin,-,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/npovKMxoo4c?si=BQwwWRQuCCCs5Ufn,INSEOK LEE,bonafide,[13.859964 38.425346],[ 15.248115 -24.98565 ],[16.731462 35.116127]
TED_Prisoner_Riddle_4,Alex Gendler,-,No,English,Male,Adult,Sound effect,-,-,https://youtu.be/N5vJSNXPEwA?si=_tg_pXfpxedM_Cfw,INSEOK LEE,bonafide,[20.4676   32.916145],[-35.66264     8.7461815],[17.161089 43.511333]
230323_DexInterview_7,Kwon EunBi,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=CHuZQoEaMOI,WOONGJAE LEE,bonafide,[-50.74462  -12.375976],[  0.3337956 -22.091621 ],[36.48926  25.160744]
jtbc_news_saban_4,NEWS CASTER,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=WyU1XWd5_lE,WOONGJAE LEE,bonafide,[-33.830452 -24.649002],[-54.05241  -17.315756],[-10.735983 -15.508618]
ggondaehee_moonseyoon_1,Moon Se Yoon,-,Yes,Korean,Male,Adult,Reverb,-,-,https://www.youtube.com/watch?v=nXdwi_PS2p8,WOONGJAE LEE,bonafide,[24.064407  0.688578],[-43.017548 -21.526352],[1.0849664 0.6153883]
230511_DexInterView_5,Dex,-,No,Korean,Male,Adult,Sound effect,-,-,https://www.youtube.com/watch?v=WzOrmd4kMqo,WOONGJAE LEE,bonafide,[49.597885 -8.165084],[-48.066505 -11.811369],[37.238373 23.505205]
youquiz_EP179_6,Yoo Jae Seok,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ikndkZAj68U,WOONGJAE LEE,bonafide,[-25.9093   -21.631788],[-43.962433    1.3609972],[ 10.04162  -62.912167]
20230925_sbsnews5_5,REPORTER,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=xfmJWgI_KPw,KWONWOO JEONG,bonafide,[ 0.21194586 44.0079    ],[-50.633766 -26.105606],[-11.071469 -12.888725]
KLAB_JeonJu_10,Jeon YeJin,-,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/npovKMxoo4c?si=BQwwWRQuCCCs5Ufn,INSEOK LEE,bonafide,[-5.3477416 46.800022 ],[-37.494293   4.367173],[34.98382   4.075119]
YounHa_AIcover_sim_6,YounHa,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=LWPf7l3-W_A,WOONGJAE LEE,spoof,[1.354683  3.6763823],[33.166557 28.562227],[-23.863377  10.978685]
elle_haerin_8,HAERIN,-,No,Korean,Female,Teenager,Music,Sound effect,-,https://www.youtube.com/watch?v=9a3CB5RJ7B0,KWONWOO JEONG,bonafide,[-4.1933155 10.148926 ],[-2.185201  -6.5423045],[-12.1446705 -46.32191  ]
BUZZ_AIcover_haeyo_3,BUZZ,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=qIwMyaHbP4A,WOONGJAE LEE,spoof,[-1.036372   7.0689473],[  8.47613  -16.851822],[-17.828146 -13.663405]
230921_MBC_KimHang_3,Kwak DongGun,-,No,Korean,Male,Adult,Random noise,Crowded,-,https://youtu.be/NX_y7X_hdlI?si=6W6avDmbtHQDYlb4,INSEOK LEE,bonafide,[ 52.27     -20.540747],[37.796253 21.980059],[-48.731434   8.559607]
LOL_WORLDS_REACTION_1,TTS_Hmi,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/V-cKu6-o4lE?si=4Qzau_jWntoUmA0w,INSEOK LEE,spoof,[-10.810006  47.545166],[-35.19514     5.7807684],[14.602743 29.663042]
JangBeomJune_AIcover_monologue_9,JangBeomJune,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uD79n8tjETs&list=PLd3BT7SpH7gmGQCATURscUYrwPyKx8x8A,WOONGJAE LEE,spoof,[  9.188397 -50.91374 ],[-2.336483 55.733135],[-18.05984  -53.546135]
TrumpObamaBiden_monster_6,"Obama,Trump",TTS,Yes,English,Male,Adult,Sound effect,-,-,https://youtu.be/hPB_zsXOcNQ?si=nag3CC0QrlXBIN9s,INSEOK LEE,spoof,[16.592287 35.75016 ],[34.07856 25.17222],[-46.626827    4.2948833]
20230925_sbsnews5_2,REPORTER,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=xfmJWgI_KPw,KWONWOO JEONG,bonafide,[39.161427 17.83543 ],[-50.78288  -12.983141],[-18.104969 -12.133359]
elle_hanni_5,HANNI,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=KoTbLLK9-UM,KWONWOO JEONG,bonafide,[-46.25426      0.23367946],[-29.39179    8.920174],[34.87055   -2.1002662]
netflix_dp_10,NA JOONGSEOK,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=DINCkllty6k,KWONWOO JEONG,bonafide,[-43.309917    2.8736417],[ 18.647419 -15.253993],[  7.9332595 -56.47981  ]
2020president_chusuk_4,MOON JAEIN,-,No,Korean,Male,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=-9XooEGlqOw,KWONWOO JEONG,bonafide,[ -7.403979 -43.95973 ],[-42.773518   -3.0564291],[-36.168423 -34.295418]
2021_11_29_AI_WEATHER_1,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=scdueeaD-5M,KWONWOO JEONG,spoof,[-22.416435 -16.600964],[ 45.508015 -12.748588],[-6.9773073 46.422184 ]
Debate_8,TTS_funshorts_1,TTS,No,Korean,Female,Teenager,Music,-,-,https://youtube.com/shorts/LGgfc-kQQM0?si=TFDhtRnlV3YhmjeW,INSEOK LEE,spoof,[-49.58447  -16.123783],[ 2.9678898 55.138832 ],[ 28.49004  -10.955491]
IU_AIcover_writeyournumber_4,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=6IgeT060CW4,WOONGJAE LEE,spoof,[  7.2465186 -11.987401 ],[16.139229 50.41838 ],[-31.69365 -44.66152]
20230927_ytnweather_9,WON LEE DA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=L-I_XTjBax8,KWONWOO JEONG,bonafide,[50.157143  -3.8409498],[-6.386718  -5.1877337],[ 17.516602 -17.358305]
AI_YOON_VIDEO2_1,YOON SUKYOUL,VC,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=0dkrsa5wxNI,KWONWOO JEONG,spoof,[21.621801  8.314915],[-46.5401   -29.247492],[ 9.062233 19.289389]
20230920_yagubujang_2,PARK JAEHO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=Dp0_9HnIiJ4,KWONWOO JEONG,bonafide,[ 52.363426 -21.694231],[-59.57533  -13.023126],[13.213076 25.698822]
2021_04_17_AI_ANCHOR_8,BYUN SANGWOOK,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=Ud2vfh1T0cU,KWONWOO JEONG,spoof,[ -7.5622077 -43.16216  ],[-36.51151    11.5218315],[26.0385  44.51233]
netflix_dp_7,ACTOR,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=DINCkllty6k,KWONWOO JEONG,bonafide,[22.885525   3.9565647],[ 41.540344 -12.543054],[ 19.439184 -55.108185]
20230927_ytnweather_2,WON LEE DA,-,No,Korean,Female,Adult,Random noise,-,-,https://www.youtube.com/watch?v=L-I_XTjBax8,KWONWOO JEONG,bonafide,[41.45913 12.88363],[-6.146906  -6.8662953],[ 24.493893 -14.216732]
youquiz_EP191_7,Yoo Jae Seok,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=chXZVXYTVU4,WOONGJAE LEE,bonafide,[-50.069508  -6.466412],[ 18.636534 -16.445044],[-22.764278  10.520831]
AI_SWINGS_ETA_1,MOON JIHOON,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=E7UJ6c4V4Io,KWONWOO JEONG,spoof,[ -5.323933 -48.431923],[ -1.6518404 -20.614866 ],[-13.567173 -53.541542]
bbc_news_korea_northkorea_9,Jean Mackenzie,-,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=R8BXubXr5qQ,WOONGJAE LEE,bonafide,[-20.541147   -4.2734756],[ 9.535303 55.591316],[-2.1274908  1.6320763]
221231_Hansal_2,Naeil,-,Yes,Korean,Male,Adult,Random noise,Sound effect,-,https://www.youtube.com/watch?v=QOgtoJK_kZY,WOONGJAE LEE,bonafide,[ 2.7679813  -0.30262125],[  7.8576636 -17.81704  ],[-21.921516  10.38677 ]
YumiPick_7,TTS_Chutul,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/5_U7HiM_ZGE?si=a6Wh79Y-9N51GhZS,INSEOK LEE,spoof,[-24.254326 -20.247786],[-18.616522  21.99878 ],[-21.469133  -9.687462]
Swiss_10,TTS_Haru,TTS,No,Korean,Female,Adult,Music,Random noise,-,https://youtu.be/Ff5hOelyONU?si=nrk6dYkX2U_rqSWs,INSEOK LEE,spoof,[21.437056  8.52869 ],[45.247    -9.646148],[-3.0833032 49.7624   ]
TED_benifits_of_bilingual_8,Mia Nacamulli,-,No,English,Female,Adult,-,-,-,https://youtu.be/MMmOLN5zBLY?si=oZ4239CxG4ekmtJ3,INSEOK LEE,bonafide,[ 51.5829   -15.545706],[37.824215 20.239943],[-49.357964   7.825329]
elle_yeji_4,YEJI,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=f3-sOcpMexE,KWONWOO JEONG,bonafide,[-33.048885  25.70828 ],[-6.915646 25.027527],[30.480621 -8.794807]
GangWonFC_NEWS_8,TTS_HOTISSUE,TTS,No,Korean,Female,Teenager,Music,-,-,https://youtu.be/q5sbCEOt8lA?si=1c6gML--3E5ePADV,INSEOK LEE,spoof,[ 14.51043 -24.85889],[ 31.694233 -28.46943 ],[36.57663    6.0966473]
230610_Deep_2,YoonHyukJun,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=F-9SFYmO_XQ,WOONGJAE LEE,bonafide,[-23.073805  12.480947],[-45.09703    -2.2605608],[  0.16659686 -60.303753  ]
230915_YTN_northkorea_1,Um Ji Min,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=NkYSnH6uhOk,WOONGJAE LEE,bonafide,[-36.30827     7.6932697],[-12.173535  38.904343],[-32.34421  -37.281544]
presidentyoon_ai_5,YOON SUK YEOL,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=Gb0qZGx0zXc,KWONWOO JEONG,bonafide,[27.598972 26.997934],[-13.71732   41.275936],[13.747251 11.786603]
brothers_karamazov_maleAI_3,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof,[35.417526 23.076744],[-49.5417   -32.416027],[13.929111 33.00872 ]
LOL_Dopa_5,TTS_GangDo,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/QipDWk7_f0s?si=FB7uMidYTlZndUq-,INSEOK LEE,spoof,[ 11.723561 -19.406694],[ 17.937986 -27.122124],[-17.942541    4.8803663]
20230925_sbsnews1_4,KIM HYUNJIN,-,No,Korean,Male,Adult,Music,-,-,https://youtu.be/N7pWnoK0EYY?si=3KOXiOqdrtAVBx-o,KWONWOO JEONG,bonafide,[-49.87109  -15.694315],[-8.749679  -7.3198767],[  9.272643 -60.504562]
2021_12_21_AI_WEATHER_4,JEONG SORA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=R9GOVLHNbSs,KWONWOO JEONG,spoof,[14.884819 36.709152],[  1.7706586 -13.825969 ],[-50.165382    4.1723223]
centorofrumor_7,centorofrumor,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=a0WnZEfXTK8,WOONGJAE LEE,spoof,[37.58857  16.775057],[-10.211401  26.918077],[29.015657 40.757084]
HANI_AIcover_OffMyFace_8,HANI,VC,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_jcDqhQCmK4,WOONGJAE LEE,spoof,[  1.5525962 -52.216457 ],[-19.69041   21.363298],[-8.065138   1.5179317]
elle_haerin_6,HAERIN,-,No,Korean,Female,Teenager,Music,Sound effect,-,https://www.youtube.com/watch?v=9a3CB5RJ7B0,KWONWOO JEONG,bonafide,[-22.33061  -17.367071],[ 1.9095374 52.127575 ],[-19.82962  -11.529277]
elle_songhyegyo_8,SONG HYE GYO,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=lqanT2YWshA,KWONWOO JEONG,bonafide,[-50.43168    -7.9633427],[-26.724672  10.669569],[-17.296646 -12.55727 ]
jeongdongwon_1,JEONG DONGWON,-,No,Korean,Male,Teenager,-,-,-,https://www.youtube.com/watch?v=k9NJZnFeois,KWONWOO JEONG,bonafide,[24.103567  -6.0923953],[40.88467  -5.832344],[ -8.757094 -52.80849 ]
hotsikdang_ramen_1,Kim Seon eung,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=HuJnbybtB0o,WOONGJAE LEE,bonafide,[ -2.4492908 -29.651611 ],[-11.54113   49.914864],[-34.612072 -37.498158]
20230925_ytnweather_1,YOON SUBIN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=OMVqiMlq5dY,KWONWOO JEONG,bonafide,[44.54709   7.031031],[-30.71371    1.644451],[28.62959  41.019943]
TED_Einsteinparadox_3,AMBER STUVER,-,No,English,Female,Adult,Music,-,-,https://youtu.be/h8GqaAp3cGs?si=xn7QtrSuaMDhYpfD,INSEOK LEE,bonafide,[ 51.659096 -13.842537],[36.16381 23.14118],[-48.464478   3.86143 ]
Winter_AIcover_LoveRunAway_4,Winter,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_VWwcfmvBHQ,WOONGJAE LEE,spoof,[-16.538235  13.747517],[22.141397 47.335922],[-19.896097 -47.723133]
KimDongYull_LikeIt_3,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/-x779MHGWWQ?si=FTt_2hWReb-5eywb,INSEOK LEE,spoof,[-49.443855   -4.7694864],[ 7.8423157 56.416977 ],[-30.27725   11.517892]
20230914sbsenter_2,NEWS CASTER,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=UaOf9_zSr0c,KWONWOO JEONG,bonafide,[-27.726803  40.845573],[33.83311  26.558884],[-39.899742    -0.51328856]
230922_ImYuJin_7,Im YuJin,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=oWPOODlfZMU,WOONGJAE LEE,bonafide,[ 15.041719 -45.479073],[ 18.02627  -24.113625],[-22.177536   4.558407]
youquiz_EP191_1,Yoo Jae Seok,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=chXZVXYTVU4,WOONGJAE LEE,bonafide,[-4.1832094 46.37913  ],[-43.30937   -8.404901],[31.058245 -8.404238]
TED_Blob_Riddle_6,Dan Finkel,-,No,English,Male,Adult,-,-,-,https://youtu.be/4peuImhJj44?si=v5Q4nBG83cTBiu7M,INSEOK LEE,bonafide,[39.919147 16.171526],[-13.250382  27.82807 ],[16.993593 34.94088 ]
