utt,Speaker name,TTS or VC,Is multi-speaker?,Language,Gender,Age,Noise type 1,Noise type 2,Noise type 3,Source link,Collector,label
Winter_AIcover_LoveRunAway_3,Winter,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_VWwcfmvBHQ,WOONGJAE LEE,spoof
IU_AIcover_dandelion_5,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=Dv3c7xLoOfU,WOONGJAE LEE,spoof
TED_Einsteinparadox_2,AMBER STUVER,-,No,English,Female,Adult,Music,-,-,https://youtu.be/h8GqaAp3cGs?si=xn7QtrSuaMDhYpfD,INSEOK LEE,bonafide
baseballgame_7,SPORT CASTER,-,Yes,Korean,Male,Adult,Crowded,-,-,https://m.sports.naver.com/video/1106698,KWONWOO JEONG,bonafide
2021_12_21_AI_WEATHER_3,JEONG SORA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=R9GOVLHNbSs,KWONWOO JEONG,spoof
Chick_1,TTS_Rocket,TTS,No,Korean,Male,Adult,Music,-,-,https://youtube.com/shorts/hBCaueWN56w?si=2CakA-ho13kvyAAM,INSEOK LEE,spoof
baseballgame_1,SPORT CASTER,-,Yes,Korean,Male,Adult,-,-,-,https://m.sports.naver.com/video/1106698,KWONWOO JEONG,bonafide
230915_YTN_northkorea_9,Um Ji Min,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=NkYSnH6uhOk,WOONGJAE LEE,bonafide
Donghyun_6,"Obama,Trump,Biden",TTS,Yes,English,Male,Adult,Music,-,-,https://youtu.be/Mpo-i4aphrM?si=Ha9147VoJ2do-u9L,INSEOK LEE,spoof
typecast_changbae_9,TTS_changbae,TTS,No,Korean,Male,Elder,-,-,-,https://app.typecast.ai/ko/editor/652e2efd0307cc9327e94b41,WOONGJAE LEE,spoof
youquiz_EP179_1,Yoo Jae Seok,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ikndkZAj68U,WOONGJAE LEE,bonafide
2021_11_29_AI_WEATHER_7,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=scdueeaD-5M,KWONWOO JEONG,spoof
elle_yeji_7,YEJI,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=f3-sOcpMexE,KWONWOO JEONG,bonafide
AMF_1,TTS_Chelzard,TTS,No,Korean,Male,Teenager,Music,-,-,https://youtube.com/shorts/hbWLVEjaaaU?si=TpGXl6SIqvmj0nwL,INSEOK LEE,spoof
230914_YTN_Yeogabu_3,Kim Hyun-A,-,No,Korean,Female,Adult,Random noise,-,-,https://youtu.be/9_5LaAdEgEI?si=ilbiXnL1gzRC_WWf,INSEOK LEE,bonafide
youquiz_EP179_4,Yoo Jae Seok,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ikndkZAj68U,WOONGJAE LEE,bonafide
World_Running_Time_3,World_Running_Time,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=4bd32kKBGhs,WOONGJAE LEE,spoof
TED_Prisoner_Riddle_8,Alex Gendler,-,No,English,Male,Adult,-,-,-,https://youtu.be/N5vJSNXPEwA?si=_tg_pXfpxedM_Cfw,INSEOK LEE,bonafide
gridanews_9,TTS_gridanews,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=J0RlmWPSlgY,WOONGJAE LEE,spoof
mnet_kimchaewon_3,KIM CHAEWON,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=8uD7Gu22I-E,KWONWOO JEONG,bonafide
brothers_karamazov_femaleAI_3,TTS_FEMALE,TTS,No,English,Female,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof
Tetris_6,"Trump,Biden",TTS,Yes,English,Male,Adult,Music,Sound effect,-,https://youtu.be/FPQWufWTDeA?si=JMUEguw4E4bFehdy,INSEOK LEE,spoof
230723_Physical_4,Kim Egg,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=iG4gb4UMV8g,WOONGJAE LEE,bonafide
20230926_jtbcnews_2,PARK JINGYU,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=WQ1DGLk0Yf4,KWONWOO JEONG,bonafide
Frontyard_1,TTS_issue,TTS,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=eXcekCx7Bxo,INSEOK LEE,spoof
230824_hanmoonchul_10,Han Moon Chul,-,No,Korean,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=H3qkiSMFYI0,WOONGJAE LEE,bonafide
KKONGCHI_6,TTS_Shorttube,TTS,No,Korean,Male,Teenager,Music,-,-,https://youtube.com/shorts/ApaDJZ5wJEI?si=I-7ynGkBAHFKuvsP,INSEOK LEE,spoof
221027_Hansal_1,Naeil,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=MK-sMVDG6hI,WOONGJAE LEE,bonafide
FBCKtv_6,TTS_FBCKtv,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=51Cj2vS-hVg,WOONGJAE LEE,spoof
GGTIP_10_2,TTS_GGTIP,TTS,No,Korean,Male,Adult,-,-,-,https://youtu.be/9K9VocpSsgU?si=o708JGHGOSV3UECz,INSEOK LEE,spoof
20230106_chuninbeom_4,CHUN INBEOM,-,No,Korean,Male,Elder,Music,-,-,https://www.youtube.com/watch?v=0H5-DFnuLdI,KWONWOO JEONG,bonafide
Chutul_Cookie_10,TTS_Chutul,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://youtu.be/dauKQH6capM?si=ui-88PuWWOU1qgNT,INSEOK LEE,spoof
2020president_chusuk_6,MOON JAEIN,-,No,Korean,Male,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=-9XooEGlqOw,KWONWOO JEONG,bonafide
2021_10_05_AI_WEATHER_9,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=lPfSRUZx_bQ,KWONWOO JEONG,spoof
Chuucandoit_EP76_7,Chuu ( Kim Ji Woo ),-,No,Korean,Female,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=iXPmToPZj0c&list=PLfLDurFklIaph4F7oqHjkSsw8AwlLZPA8&index=28,WOONGJAE LEE,bonafide
GScampus_6,GScampus,TTS,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=eXcekCx7Bxo,WOONGJAE LEE,spoof
AI_SWINGS_DITTO_1,MOON JIHOON,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=hfmuhMitznY,KWONWOO JEONG,spoof
tottenham_interview_2,Ange Postecoglou,-,No,English,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=TrYHDkeccF0,KWONWOO JEONG,bonafide
Donghyun_5,"Obama,Trump,Biden",TTS,Yes,English,Male,Adult,Music,-,-,https://youtu.be/Mpo-i4aphrM?si=Ha9147VoJ2do-u9L,INSEOK LEE,spoof
221231_Hansal_3,Naeil,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=QOgtoJK_kZY,WOONGJAE LEE,bonafide
ImJaeBum_HypeBoy_2,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/Fksv08A3-dE?si=epuQqKj9NPJWagGX,INSEOK LEE,spoof
sbsnews_3,MALE REPORTER,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=Rx9MCHZfSbQ,KWONWOO JEONG,bonafide
230921_MBC_KimHang_7,Kwak DongGun,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/NX_y7X_hdlI?si=6W6avDmbtHQDYlb4,INSEOK LEE,bonafide
gridanews_2,TTS_gridanews,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=J0RlmWPSlgY,WOONGJAE LEE,spoof
IU_AIcover_writeyournumber_6,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=6IgeT060CW4,WOONGJAE LEE,spoof
20230106_chuninbeom_5,CHUN INBEOM,-,No,Korean,Male,Elder,Music,Sound effect,-,https://www.youtube.com/watch?v=0H5-DFnuLdI,KWONWOO JEONG,bonafide
230701_Deep_5,"YoonTaeYong, YoonHyukJun",-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=DDnXlTxpL0M,WOONGJAE LEE,bonafide
HongChul_7,TTS_MoJi,TTS,No,Korean,Male,Child,Music,Sound effect,-,https://youtu.be/BZjaztfsyDc?si=z0nC9t-09qxS3qUt,INSEOK LEE,spoof
20230507_chuninbeom_9,CHUN INBEOM,-,No,Korean,Male,Elder,Random noise,-,-,https://www.youtube.com/watch?v=XnkU2__-S3I,KWONWOO JEONG,bonafide
Dean_AIcover_Peaches_6,DEAN,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=r9roj7sIUNY,WOONGJAE LEE,spoof
20230710_AI_ANCHOR_1,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=yC-edLMz5Pc,KWONWOO JEONG,spoof
230323_DexInterview_1,Kwon EunBi,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=CHuZQoEaMOI,WOONGJAE LEE,bonafide
20210702_AI_ANCHOR_3,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=cHo83zJ5CZk,KWONWOO JEONG,spoof
IU_AIcover_dandelion_10,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=Dv3c7xLoOfU,WOONGJAE LEE,spoof
2021_10_05_AI_WEATHER_3,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=lPfSRUZx_bQ,KWONWOO JEONG,spoof
230723_Physical_5,Kim Egg,-,No,Korean,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=iG4gb4UMV8g,WOONGJAE LEE,bonafide
BrunoMars_Hypeboy_2,Bruno Mars,VC,No,Mixed,Male,Adult,Music,-,-,https://youtu.be/ge0Lw5I1Tw8?si=VRepHqLMng0J5AM8,INSEOK LEE,spoof
Debate_1,TTS_funshorts_1,TTS,No,Korean,Female,Teenager,Music,-,-,https://youtube.com/shorts/LGgfc-kQQM0?si=TFDhtRnlV3YhmjeW,INSEOK LEE,spoof
230913_SBSNEWS_Iphone_4,Hong YongJae,-,No,Korean,Male,Adult,Music,-,-,https://youtu.be/P3mlO4XdgR8?si=fROvPcLg_cmJl4hV,INSEOK LEE,bonafide
230921_MBC_KimHang_1,Kwak DongGun,-,No,Korean,Male,Adult,Random noise,Crowded,-,https://youtu.be/NX_y7X_hdlI?si=6W6avDmbtHQDYlb4,INSEOK LEE,bonafide
KBS_Soccer_Barain_6,"Lee YoungPyo, Nam HyunJong",-,Yes,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/k8duJ8fZTgA?si=lxYjhy3uhkb8MgAl,INSEOK LEE,bonafide
AI_ANCHOR_KIMJOOHA_5,KIM JOOHA,VC,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=H6JThNQPER0,KWONWOO JEONG,spoof
ConanShow_Carpool_9,Conan,-,No,English,Male,Adult,Random noise,Crowded,-,https://youtu.be/ZtCf0d8Nz5U?si=41hJFvab0tZ-W9fV,INSEOK LEE,bonafide
Obama_DNC_Speech_2,Obama,-,No,English,Male,Adult,Music,Reverb,-,https://youtu.be/t7pc2j5OGp8?si=6pd_oyj8ZCWG8hsI,INSEOK LEE,bonafide
230708_SBS_AI_1,Yoon YoungHyun,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=3R7ys0mEmaI,WOONGJAE LEE,bonafide
230913_SBSNEWS_Iphone_6,Hong YongJae,-,No,Korean,Male,Adult,Crowded,-,-,https://youtu.be/P3mlO4XdgR8?si=fROvPcLg_cmJl4hV,INSEOK LEE,bonafide
elle_hanni_1,HANNI,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=KoTbLLK9-UM,KWONWOO JEONG,bonafide
nbaissue_5,nbdeokhoo,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=NeMWHCo8bYM,INSEOK LEE,bonafide
hotsikdang_ramen_2,Kim Seon eung,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=HuJnbybtB0o,WOONGJAE LEE,bonafide
221027_Hansal_2,Naeil,-,No,Korean,Male,Adult,Crowded,Music,-,https://www.youtube.com/watch?v=MK-sMVDG6hI,WOONGJAE LEE,bonafide
Tetris_8,"Obama,Trump,Biden",TTS,Yes,English,Male,Adult,Music,Sound effect,-,https://youtu.be/FPQWufWTDeA?si=JMUEguw4E4bFehdy,INSEOK LEE,spoof
TED_Einsteinparadox_4,AMBER STUVER,-,No,English,Female,Adult,Music,-,-,https://youtu.be/h8GqaAp3cGs?si=xn7QtrSuaMDhYpfD,INSEOK LEE,bonafide
NDH_Blueclub_9,NDH_Blueclub,TTS,No,Mixed,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=l1mUUp0puys,WOONGJAE LEE,spoof
201127_ItalyFabri_8,Fabri,-,No,English,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=uhJpo8si6-4,WOONGJAE LEE,bonafide
jeongdongwon_7,JEONG DONGWON,-,No,Korean,Male,Teenager,-,-,-,https://www.youtube.com/watch?v=k9NJZnFeois,KWONWOO JEONG,bonafide
2023president_chusuk_1,YOON SUKYEOL,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=lVoOoebp3b8,KWONWOO JEONG,bonafide
kane_clip2_5,CHOI JINWOO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=WsTBS2FImCI,KWONWOO JEONG,bonafide
centorofrumor_5,centorofrumor,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=a0WnZEfXTK8,WOONGJAE LEE,spoof
20230925_sbsnews6_10,SON SEUNGWOOK,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=4jsXXJs2t5g,KWONWOO JEONG,bonafide
201127_ItalyFabri_6,Fabri,-,No,Mixed,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uhJpo8si6-4,WOONGJAE LEE,bonafide
LOL_Combi_4,TTS_ByungChoon,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/AttUNwGaqbE?si=EDpth6-4bzaLrwV-,INSEOK LEE,spoof
BrunoMars_Hypeboy_1,Bruno Mars,VC,No,Mixed,Male,Adult,Music,-,-,https://youtu.be/ge0Lw5I1Tw8?si=VRepHqLMng0J5AM8,INSEOK LEE,spoof
KimDongYull_LikeIt_9,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/-x779MHGWWQ?si=FTt_2hWReb-5eywb,INSEOK LEE,spoof
centorofrumor_4,centorofrumor,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=a0WnZEfXTK8,WOONGJAE LEE,spoof
230913_SBSNEWS_JOB_7,Jeung BanSeok,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/LdPFrXNDxgk?si=hu8qiMSvq8j_S4XM,INSEOK LEE,bonafide
KLAB_JeonJu_5,Jeon YeJin,-,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/npovKMxoo4c?si=BQwwWRQuCCCs5Ufn,INSEOK LEE,bonafide
TED_Prisoner_Riddle_4,Alex Gendler,-,No,English,Male,Adult,Sound effect,-,-,https://youtu.be/N5vJSNXPEwA?si=_tg_pXfpxedM_Cfw,INSEOK LEE,bonafide
230323_DexInterview_7,Kwon EunBi,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=CHuZQoEaMOI,WOONGJAE LEE,bonafide
jtbc_news_saban_4,NEWS CASTER,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=WyU1XWd5_lE,WOONGJAE LEE,bonafide
ggondaehee_moonseyoon_1,Moon Se Yoon,-,Yes,Korean,Male,Adult,Reverb,-,-,https://www.youtube.com/watch?v=nXdwi_PS2p8,WOONGJAE LEE,bonafide
230511_DexInterView_5,Dex,-,No,Korean,Male,Adult,Sound effect,-,-,https://www.youtube.com/watch?v=WzOrmd4kMqo,WOONGJAE LEE,bonafide
youquiz_EP179_6,Yoo Jae Seok,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ikndkZAj68U,WOONGJAE LEE,bonafide
20230925_sbsnews5_5,REPORTER,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=xfmJWgI_KPw,KWONWOO JEONG,bonafide
KLAB_JeonJu_10,Jeon YeJin,-,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/npovKMxoo4c?si=BQwwWRQuCCCs5Ufn,INSEOK LEE,bonafide
YounHa_AIcover_sim_6,YounHa,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=LWPf7l3-W_A,WOONGJAE LEE,spoof
elle_haerin_8,HAERIN,-,No,Korean,Female,Teenager,Music,Sound effect,-,https://www.youtube.com/watch?v=9a3CB5RJ7B0,KWONWOO JEONG,bonafide
BUZZ_AIcover_haeyo_3,BUZZ,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=qIwMyaHbP4A,WOONGJAE LEE,spoof
230921_MBC_KimHang_3,Kwak DongGun,-,No,Korean,Male,Adult,Random noise,Crowded,-,https://youtu.be/NX_y7X_hdlI?si=6W6avDmbtHQDYlb4,INSEOK LEE,bonafide
LOL_WORLDS_REACTION_1,TTS_Hmi,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/V-cKu6-o4lE?si=4Qzau_jWntoUmA0w,INSEOK LEE,spoof
JangBeomJune_AIcover_monologue_9,JangBeomJune,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uD79n8tjETs&list=PLd3BT7SpH7gmGQCATURscUYrwPyKx8x8A,WOONGJAE LEE,spoof
TrumpObamaBiden_monster_6,"Obama,Trump",TTS,Yes,English,Male,Adult,Sound effect,-,-,https://youtu.be/hPB_zsXOcNQ?si=nag3CC0QrlXBIN9s,INSEOK LEE,spoof
20230925_sbsnews5_2,REPORTER,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=xfmJWgI_KPw,KWONWOO JEONG,bonafide
elle_hanni_5,HANNI,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=KoTbLLK9-UM,KWONWOO JEONG,bonafide
netflix_dp_10,NA JOONGSEOK,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=DINCkllty6k,KWONWOO JEONG,bonafide
2020president_chusuk_4,MOON JAEIN,-,No,Korean,Male,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=-9XooEGlqOw,KWONWOO JEONG,bonafide
2021_11_29_AI_WEATHER_1,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=scdueeaD-5M,KWONWOO JEONG,spoof
Debate_8,TTS_funshorts_1,TTS,No,Korean,Female,Teenager,Music,-,-,https://youtube.com/shorts/LGgfc-kQQM0?si=TFDhtRnlV3YhmjeW,INSEOK LEE,spoof
IU_AIcover_writeyournumber_4,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=6IgeT060CW4,WOONGJAE LEE,spoof
20230927_ytnweather_9,WON LEE DA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=L-I_XTjBax8,KWONWOO JEONG,bonafide
AI_YOON_VIDEO2_1,YOON SUKYOUL,VC,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=0dkrsa5wxNI,KWONWOO JEONG,spoof
20230920_yagubujang_2,PARK JAEHO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=Dp0_9HnIiJ4,KWONWOO JEONG,bonafide
2021_04_17_AI_ANCHOR_8,BYUN SANGWOOK,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=Ud2vfh1T0cU,KWONWOO JEONG,spoof
netflix_dp_7,ACTOR,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=DINCkllty6k,KWONWOO JEONG,bonafide
20230927_ytnweather_2,WON LEE DA,-,No,Korean,Female,Adult,Random noise,-,-,https://www.youtube.com/watch?v=L-I_XTjBax8,KWONWOO JEONG,bonafide
youquiz_EP191_7,Yoo Jae Seok,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=chXZVXYTVU4,WOONGJAE LEE,bonafide
AI_SWINGS_ETA_1,MOON JIHOON,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=E7UJ6c4V4Io,KWONWOO JEONG,spoof
bbc_news_korea_northkorea_9,Jean Mackenzie,-,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=R8BXubXr5qQ,WOONGJAE LEE,bonafide
221231_Hansal_2,Naeil,-,Yes,Korean,Male,Adult,Random noise,Sound effect,-,https://www.youtube.com/watch?v=QOgtoJK_kZY,WOONGJAE LEE,bonafide
YumiPick_7,TTS_Chutul,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/5_U7HiM_ZGE?si=a6Wh79Y-9N51GhZS,INSEOK LEE,spoof
Swiss_10,TTS_Haru,TTS,No,Korean,Female,Adult,Music,Random noise,-,https://youtu.be/Ff5hOelyONU?si=nrk6dYkX2U_rqSWs,INSEOK LEE,spoof
TED_benifits_of_bilingual_8,Mia Nacamulli,-,No,English,Female,Adult,-,-,-,https://youtu.be/MMmOLN5zBLY?si=oZ4239CxG4ekmtJ3,INSEOK LEE,bonafide
elle_yeji_4,YEJI,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=f3-sOcpMexE,KWONWOO JEONG,bonafide
GangWonFC_NEWS_8,TTS_HOTISSUE,TTS,No,Korean,Female,Teenager,Music,-,-,https://youtu.be/q5sbCEOt8lA?si=1c6gML--3E5ePADV,INSEOK LEE,spoof
230610_Deep_2,YoonHyukJun,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=F-9SFYmO_XQ,WOONGJAE LEE,bonafide
230915_YTN_northkorea_1,Um Ji Min,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=NkYSnH6uhOk,WOONGJAE LEE,bonafide
presidentyoon_ai_5,YOON SUK YEOL,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=Gb0qZGx0zXc,KWONWOO JEONG,bonafide
brothers_karamazov_maleAI_3,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof
LOL_Dopa_5,TTS_GangDo,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/QipDWk7_f0s?si=FB7uMidYTlZndUq-,INSEOK LEE,spoof
20230925_sbsnews1_4,KIM HYUNJIN,-,No,Korean,Male,Adult,Music,-,-,https://youtu.be/N7pWnoK0EYY?si=3KOXiOqdrtAVBx-o,KWONWOO JEONG,bonafide
2021_12_21_AI_WEATHER_4,JEONG SORA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=R9GOVLHNbSs,KWONWOO JEONG,spoof
centorofrumor_7,centorofrumor,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=a0WnZEfXTK8,WOONGJAE LEE,spoof
HANI_AIcover_OffMyFace_8,HANI,VC,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_jcDqhQCmK4,WOONGJAE LEE,spoof
elle_haerin_6,HAERIN,-,No,Korean,Female,Teenager,Music,Sound effect,-,https://www.youtube.com/watch?v=9a3CB5RJ7B0,KWONWOO JEONG,bonafide
elle_songhyegyo_8,SONG HYE GYO,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=lqanT2YWshA,KWONWOO JEONG,bonafide
jeongdongwon_1,JEONG DONGWON,-,No,Korean,Male,Teenager,-,-,-,https://www.youtube.com/watch?v=k9NJZnFeois,KWONWOO JEONG,bonafide
hotsikdang_ramen_1,Kim Seon eung,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=HuJnbybtB0o,WOONGJAE LEE,bonafide
20230925_ytnweather_1,YOON SUBIN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=OMVqiMlq5dY,KWONWOO JEONG,bonafide
TED_Einsteinparadox_3,AMBER STUVER,-,No,English,Female,Adult,Music,-,-,https://youtu.be/h8GqaAp3cGs?si=xn7QtrSuaMDhYpfD,INSEOK LEE,bonafide
Winter_AIcover_LoveRunAway_4,Winter,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_VWwcfmvBHQ,WOONGJAE LEE,spoof
KimDongYull_LikeIt_3,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/-x779MHGWWQ?si=FTt_2hWReb-5eywb,INSEOK LEE,spoof
20230914sbsenter_2,NEWS CASTER,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=UaOf9_zSr0c,KWONWOO JEONG,bonafide
230922_ImYuJin_7,Im YuJin,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=oWPOODlfZMU,WOONGJAE LEE,bonafide
youquiz_EP191_1,Yoo Jae Seok,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=chXZVXYTVU4,WOONGJAE LEE,bonafide
TED_Blob_Riddle_6,Dan Finkel,-,No,English,Male,Adult,-,-,-,https://youtu.be/4peuImhJj44?si=v5Q4nBG83cTBiu7M,INSEOK LEE,bonafide
Morgan_Freeman_Singularity_2,Morgan Freeman,VC,No,English,Male,Adult,Music,-,-,https://youtu.be/oxXpB9pSETo?si=qJXmXYz8ZSOsQzLM,INSEOK LEE,spoof
Mark_Zuckerberg_Harvard_Address_5,Mark Zuckerberg,-,No,English,Male,Adult,Reverb,-,-,https://youtu.be/C5pPsmqwEis?si=nAFaO_bgwNUjAXZr,INSEOK LEE,bonafide
TED_Einsteinparadox_1,AMBER STUVER,-,No,English,Female,Adult,Music,-,-,https://youtu.be/h8GqaAp3cGs?si=xn7QtrSuaMDhYpfD,INSEOK LEE,bonafide
netflix_dp_1,ACTOR,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=DINCkllty6k,KWONWOO JEONG,bonafide
230701_Deep_3,YoonTaeYong,-,Yes,Korean,Male,Adult,Music,Crowded,-,https://www.youtube.com/watch?v=DDnXlTxpL0M,WOONGJAE LEE,bonafide
ISU_AIcover_snowflower_6,Isu,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ZJ5WnjoWSxU,WOONGJAE LEE,spoof
2023president_chusuk_4,YOON SUKYEOL,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=lVoOoebp3b8,KWONWOO JEONG,bonafide
MissYou_ImJaeBum_10,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/cOMlxeng9D0?si=f-dxjlFyhYVc42aR,INSEOK LEE,spoof
KwonEunBi_7,TTS_Human_Addict,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/Bxmnp2fzf4g?si=8lKrCLJqyPpqekFb,INSEOK LEE,spoof
LOL_WORLDS_REACTION_5,TTS_Hmi,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/V-cKu6-o4lE?si=4Qzau_jWntoUmA0w,INSEOK LEE,spoof
